call_id,started_at,language,intent,claim_id,agent_version,asr_confidence_avg,duration_sec,avg_response_ms,outcome,transfer_reason
C-20260903-02969,2026-09-03 13:52:21,en,claim_status,CLM-2026-70384,v15,0.936,199,1041,transferred_human,agent_could_not_resolve
C-20260903-02970,2026-09-03 16:05:16,en,network_hospital,,v15,0.946,97,476,transferred_human,caller_requested_human
C-20260903-02971,2026-09-03 15:10:13,hi,claim_status,CLM-2026-61238,v15,0.89,136,1281,transferred_human,agent_could_not_resolve
C-20260903-02972,2026-09-03 14:17:50,hi,renewal_premium,,v15,0.834,167,544,transferred_human,out_of_scope
C-20260903-02973,2026-09-03 13:52:21,en,network_hospital,,v15,0.921,70,625,contained,
C-20260903-02974,2026-09-03 09:03:11,hi,renewal_premium,,v15,0.863,25,384,contained,
C-20260903-02975,2026-09-03 09:11:35,hi,claim_status,CLM-2026-64513,v15,0.911,205,936,transferred_human,agent_could_not_resolve
C-20260903-02976,2026-09-03 17:35:26,en,claim_status,CLM-2026-56752,v15,0.929,188,1326,abandoned,
C-20260903-02977,2026-09-03 09:56:04,en,policy_details,,v15,0.978,136,315,transferred_human,escalation_policy
C-20260903-02978,2026-09-03 17:47:17,hi,claim_status,CL8706449,v15,0.838,100,414,contained,
C-20260903-02979,2026-09-03 19:23:58,hi,claim_status,CLM-2026-85829,v15,0.863,146,1506,transferred_human,agent_could_not_resolve
C-20260903-02980,2026-09-03 12:34:38,hi,claim_status,CL7114284,v15,0.793,100,207,transferred_human,caller_requested_human
C-20260903-02981,2026-09-03 16:17:14,en,network_hospital,,v15,0.892,130,303,transferred_human,caller_requested_human
C-20260903-02982,2026-09-03 16:55:43,en,claim_status,CLM-2026-58210,v15,0.965,203,1497,transferred_human,agent_could_not_resolve
C-20260903-02983,2026-09-03 15:30:14,en,claim_status,CL8699946,v15,0.917,33,302,contained,
C-20260903-02984,2026-09-03 12:12:26,en,claim_status,CLM-2026-26005,v15,0.843,218,1002,transferred_human,agent_could_not_resolve
C-20260903-02985,2026-09-03 19:48:48,en,claim_status,CL7202455,v15,0.917,165,262,transferred_human,agent_could_not_resolve
C-20260903-02986,2026-09-03 17:34:10,en,renewal_premium,,v15,0.858,165,349,transferred_human,caller_requested_human
C-20260903-02987,2026-09-03 17:02:21,en,claim_status,CL8846206,v15,0.99,109,454,contained,
C-20260903-02988,2026-09-03 18:31:23,hi,claim_status,CL8010574,v15,0.826,99,418,contained,
C-20260903-02989,2026-09-03 19:33:44,en,claim_status,CLM-2026-96389,v15,0.957,161,1422,abandoned,
C-20260903-02990,2026-09-03 19:32:49,hi,renewal_premium,,v15,0.883,211,515,contained,
C-20260903-02991,2026-09-03 16:34:52,en,claim_status,CLM-2026-36199,v15,0.951,87,828,transferred_human,agent_could_not_resolve
C-20260903-02992,2026-09-03 13:25:42,hi,claim_status,CLM-2026-23779,v15,0.853,167,900,transferred_human,agent_could_not_resolve
C-20260903-02993,2026-09-03 16:46:35,en,claim_status,CL8783491,v15,0.99,108,394,contained,
C-20260903-02994,2026-09-03 17:43:39,en,claim_status,CLM-2026-14416,v15,0.892,203,1101,transferred_human,agent_could_not_resolve
C-20260903-02995,2026-09-03 12:22:46,en,renewal_premium,,v15,0.897,177,467,transferred_human,caller_requested_human
C-20260903-02996,2026-09-03 16:15:01,hi,claim_status,CLM-2026-37967,v15,0.839,172,1596,transferred_human,agent_could_not_resolve
C-20260903-02997,2026-09-03 20:24:01,en,network_hospital,,v15,0.99,169,436,contained,
C-20260903-02998,2026-09-03 13:47:26,en,claim_status,CL7065906,v15,0.874,248,471,transferred_human,out_of_scope
C-20260903-02999,2026-09-03 19:22:52,en,policy_details,,v15,0.945,217,597,contained,
C-20260903-03000,2026-09-03 11:05:10,hi,claim_status,CL8856610,v15,0.87,172,492,contained,
C-20260903-03001,2026-09-03 12:06:28,en,claim_status,CLM-2026-62280,v15,0.911,84,1212,transferred_human,agent_could_not_resolve
C-20260903-03002,2026-09-03 20:09:50,hi,claim_status,CLM-2026-78730,v15,0.771,225,1047,transferred_human,agent_could_not_resolve
C-20260903-03003,2026-09-03 13:50:45,hi,claim_status,CLM-2026-67138,v15,0.84,133,1281,transferred_human,agent_could_not_resolve
C-20260903-03004,2026-09-03 10:00:11,en,claim_status,CL8292852,v15,0.986,168,328,contained,
C-20260903-03005,2026-09-03 17:35:24,en,network_hospital,,v15,0.988,162,347,transferred_human,caller_requested_human
C-20260903-03006,2026-09-03 15:32:37,en,claim_status,CLM-2026-82994,v15,0.814,219,1257,transferred_human,agent_could_not_resolve
C-20260903-03007,2026-09-03 18:50:25,hi,claim_status,CL7934346,v15,0.782,144,640,transferred_human,agent_could_not_resolve
C-20260903-03008,2026-09-03 20:48:32,en,network_hospital,,v15,0.946,124,434,contained,
C-20260903-03009,2026-09-03 14:18:06,en,renewal_premium,,v15,0.882,117,507,contained,
C-20260903-03010,2026-09-03 13:46:02,en,policy_details,,v15,0.884,111,416,contained,
C-20260903-03011,2026-09-03 16:50:45,en,policy_details,,v15,0.909,136,345,contained,
C-20260903-03012,2026-09-03 17:45:15,en,claim_status,CL8368252,v15,0.922,170,543,contained,
C-20260903-03013,2026-09-03 16:09:44,en,network_hospital,,v15,0.858,111,440,contained,
C-20260903-03014,2026-09-03 18:08:29,hi,policy_details,,v15,0.891,203,558,transferred_human,escalation_policy
C-20260903-03015,2026-09-03 17:14:24,en,renewal_premium,,v15,0.944,99,412,contained,
C-20260903-03016,2026-09-03 20:35:44,hi,renewal_premium,,v15,0.83,157,484,contained,
C-20260903-03017,2026-09-03 13:59:47,en,claim_status,CL8805680,v15,0.99,146,366,contained,
C-20260903-03018,2026-09-03 17:41:43,en,network_hospital,,v15,0.949,160,350,contained,
C-20260903-03019,2026-09-03 15:47:42,hi,policy_details,,v15,0.855,145,495,transferred_human,caller_requested_human
C-20260903-03020,2026-09-03 11:17:46,hi,network_hospital,,v15,0.854,230,480,transferred_human,out_of_scope
C-20260903-03021,2026-09-03 16:55:16,en,renewal_premium,,v15,0.966,97,618,contained,
C-20260903-03022,2026-09-03 15:51:03,hi,network_hospital,,v15,0.867,168,543,transferred_human,caller_requested_human
C-20260903-03023,2026-09-03 12:27:49,hi,policy_details,,v15,0.802,72,586,transferred_human,out_of_scope
C-20260903-03024,2026-09-03 10:03:35,en,policy_details,,v15,0.913,144,393,contained,
C-20260903-03025,2026-09-03 18:10:51,hi,policy_details,,v15,0.855,177,428,transferred_human,caller_requested_human
C-20260903-03026,2026-09-03 17:02:00,en,policy_details,,v15,0.906,72,463,contained,
C-20260903-03027,2026-09-03 15:13:46,hi,claim_status,CLM-2026-48490,v15,0.914,172,1521,transferred_human,agent_could_not_resolve
C-20260903-03028,2026-09-03 10:18:22,en,claim_status,CLM-2026-32123,v15,0.863,106,1479,transferred_human,agent_could_not_resolve
C-20260903-03029,2026-09-03 13:50:58,en,renewal_premium,,v15,0.905,123,308,contained,
C-20260903-03030,2026-09-03 16:20:27,en,renewal_premium,,v15,0.921,150,470,transferred_human,caller_requested_human
C-20260903-03031,2026-09-03 09:19:51,hi,claim_status,CLM-2026-13753,v15,0.851,246,1311,transferred_human,agent_could_not_resolve
C-20260903-03032,2026-09-03 13:06:28,en,claim_status,CLM-2026-24816,v15,0.99,172,1221,transferred_human,agent_could_not_resolve
C-20260903-03033,2026-09-03 18:41:06,en,claim_status,CLM-2026-29724,v15,0.974,201,1392,transferred_human,agent_could_not_resolve
C-20260903-03034,2026-09-03 17:40:10,en,network_hospital,,v15,0.908,165,347,abandoned,
C-20260903-03035,2026-09-03 11:30:04,en,renewal_premium,,v15,0.91,139,437,transferred_human,caller_requested_human
C-20260903-03036,2026-09-03 09:37:47,en,policy_details,,v15,0.951,112,461,contained,
C-20260903-03037,2026-09-03 14:12:37,hi,claim_status,CL8193519,v15,0.759,131,362,contained,
C-20260903-03038,2026-09-03 12:08:39,en,claim_status,CLM-2026-65102,v15,0.905,136,969,transferred_human,agent_could_not_resolve
C-20260903-03039,2026-09-03 17:04:25,hi,claim_status,CLM-2026-43702,v15,0.81,147,1329,transferred_human,agent_could_not_resolve
C-20260903-03040,2026-09-03 16:20:05,en,claim_status,CL8801941,v15,0.95,76,556,contained,
C-20260903-03041,2026-09-03 10:13:04,en,network_hospital,,v15,0.943,130,464,contained,
C-20260903-03042,2026-09-03 11:36:28,hi,claim_status,CL8679138,v15,0.823,213,327,transferred_human,caller_requested_human
C-20260903-03043,2026-09-03 16:26:45,hi,claim_status,CLM-2026-74601,v15,0.875,130,1266,transferred_human,agent_could_not_resolve
C-20260903-03044,2026-09-03 20:14:53,en,renewal_premium,,v15,0.99,132,522,contained,
C-20260903-03045,2026-09-03 15:43:38,en,claim_status,CL7151226,v15,0.9,66,563,contained,
C-20260903-03046,2026-09-03 09:28:50,hi,network_hospital,,v15,0.902,104,366,transferred_human,agent_could_not_resolve
C-20260903-03047,2026-09-03 10:29:36,hi,renewal_premium,,v15,0.792,156,420,contained,
C-20260903-03048,2026-09-03 09:17:35,en,claim_status,CL7951270,v15,0.93,67,317,contained,
C-20260903-03049,2026-09-03 16:55:54,en,claim_status,CL8293962,v15,0.972,152,457,contained,
C-20260903-03050,2026-09-03 10:23:15,en,policy_details,,v15,0.9,90,547,contained,
C-20260903-03051,2026-09-03 09:28:37,en,policy_details,,v15,0.859,89,331,contained,
C-20260903-03052,2026-09-03 11:48:30,en,claim_status,CLM-2026-25149,v15,0.985,168,1230,transferred_human,agent_could_not_resolve
C-20260903-03053,2026-09-03 11:51:12,en,renewal_premium,,v15,0.971,89,495,contained,
C-20260903-03054,2026-09-03 19:21:27,en,renewal_premium,,v15,0.904,112,577,contained,
C-20260903-03055,2026-09-03 19:58:33,en,network_hospital,,v15,0.929,145,418,contained,
C-20260903-03056,2026-09-03 13:54:22,hi,renewal_premium,,v15,0.911,95,576,contained,
C-20260903-03057,2026-09-03 19:06:03,en,policy_details,,v15,0.981,40,266,contained,
C-20260903-03058,2026-09-03 16:14:23,en,renewal_premium,,v15,0.99,119,563,transferred_human,agent_could_not_resolve
C-20260903-03059,2026-09-03 16:42:19,hi,network_hospital,,v15,0.806,121,266,contained,
C-20260903-03060,2026-09-03 17:24:27,hi,claim_status,CLM-2026-39995,v15,0.869,78,1887,transferred_human,agent_could_not_resolve
C-20260903-03061,2026-09-03 13:03:01,en,claim_status,CL7913584,v15,0.933,108,303,contained,
C-20260903-03062,2026-09-03 11:11:04,en,claim_status,CL7633503,v15,0.99,122,308,contained,
C-20260903-03063,2026-09-03 20:16:09,en,policy_details,,v15,0.915,126,256,contained,
C-20260903-03064,2026-09-03 12:53:04,en,claim_status,CLM-2026-75241,v15,0.945,107,1614,transferred_human,agent_could_not_resolve
C-20260903-03065,2026-09-03 17:50:51,en,policy_details,,v15,0.858,198,494,transferred_human,out_of_scope
C-20260903-03066,2026-09-03 10:55:44,en,network_hospital,,v15,0.97,165,333,contained,
C-20260903-03067,2026-09-03 12:58:21,en,claim_status,CL7506467,v15,0.863,62,474,contained,
C-20260903-03068,2026-09-03 12:17:06,hi,network_hospital,,v15,0.87,143,383,contained,
C-20260903-03069,2026-09-03 10:01:34,en,claim_status,CLM-2026-61673,v15,0.99,127,900,transferred_human,agent_could_not_resolve
C-20260903-03070,2026-09-03 18:03:10,hi,network_hospital,,v15,0.805,149,433,contained,
C-20260903-03071,2026-09-03 18:57:26,en,renewal_premium,,v15,0.9,101,515,contained,
C-20260903-03072,2026-09-03 13:30:03,hi,claim_status,CL7950982,v15,0.81,133,465,abandoned,
C-20260903-03073,2026-09-03 18:15:01,en,network_hospital,,v15,0.958,93,393,contained,
C-20260903-03074,2026-09-03 12:43:57,en,claim_status,CLM-2026-12302,v15,0.888,161,1623,transferred_human,agent_could_not_resolve
C-20260903-03075,2026-09-03 12:52:46,hi,claim_status,CLM-2026-66738,v15,0.938,130,1371,transferred_human,agent_could_not_resolve
C-20260903-03076,2026-09-03 16:29:56,en,policy_details,,v15,0.949,186,309,transferred_human,out_of_scope
C-20260903-03077,2026-09-03 10:57:52,en,claim_status,CLM-2026-35144,v15,0.896,195,1098,transferred_human,agent_could_not_resolve
C-20260903-03078,2026-09-03 12:54:18,en,claim_status,CL8927118,v15,0.91,124,490,contained,
C-20260903-03079,2026-09-03 12:59:41,en,renewal_premium,,v15,0.846,134,487,transferred_human,caller_requested_human
C-20260903-03080,2026-09-03 11:11:23,en,claim_status,CLM-2026-27297,v15,0.919,172,1161,transferred_human,agent_could_not_resolve
C-20260903-03081,2026-09-03 17:44:36,en,claim_status,CL8393256,v15,0.945,74,492,contained,
C-20260903-03082,2026-09-03 19:28:56,en,claim_status,CL8062973,v15,0.919,144,1660,contained,
C-20260903-03083,2026-09-03 13:59:25,en,claim_status,CL7469918,v15,0.906,157,335,contained,
C-20260903-03084,2026-09-03 16:56:30,en,renewal_premium,,v15,0.917,170,422,contained,
C-20260903-03085,2026-09-03 14:15:33,en,claim_status,CL7652617,v15,0.911,188,456,transferred_human,caller_requested_human
C-20260903-03086,2026-09-03 10:58:59,en,network_hospital,,v15,0.924,200,367,contained,
C-20260903-03087,2026-09-03 15:42:18,en,renewal_premium,,v15,0.919,162,359,transferred_human,escalation_policy
C-20260903-03088,2026-09-03 09:00:36,en,network_hospital,,v15,0.94,123,354,contained,
C-20260903-03089,2026-09-03 16:19:06,en,claim_status,CLM-2026-92252,v15,0.99,157,1575,abandoned,
C-20260903-03090,2026-09-03 11:31:58,en,claim_status,CLM-2026-30184,v15,0.949,191,1227,transferred_human,agent_could_not_resolve
C-20260903-03091,2026-09-03 11:43:28,en,network_hospital,,v15,0.797,95,497,contained,
C-20260903-03092,2026-09-03 10:22:10,en,claim_status,CLM-2026-12525,v15,0.987,181,918,transferred_human,agent_could_not_resolve
C-20260903-03093,2026-09-03 14:32:12,en,claim_status,CL7448163,v15,0.937,25,562,contained,
C-20260903-03094,2026-09-03 16:08:22,en,renewal_premium,,v15,0.941,125,550,contained,
C-20260903-03095,2026-09-03 16:52:35,en,claim_status,CLM-2026-29399,v15,0.807,173,1020,transferred_human,agent_could_not_resolve
C-20260903-03096,2026-09-03 10:43:51,en,network_hospital,,v15,0.99,142,480,contained,
C-20260903-03097,2026-09-03 11:23:12,hi,claim_status,CL8525632,v15,0.85,166,318,contained,
C-20260903-03098,2026-09-03 09:20:39,en,network_hospital,,v15,0.879,153,364,contained,
C-20260903-03099,2026-09-03 10:34:59,hi,claim_status,CLM-2026-36830,v15,0.772,165,1680,transferred_human,agent_could_not_resolve
C-20260903-03100,2026-09-03 11:14:27,en,policy_details,,v15,0.99,136,397,contained,
C-20260903-03101,2026-09-03 18:43:55,hi,network_hospital,,v15,0.796,129,552,contained,
C-20260903-03102,2026-09-03 10:21:49,en,policy_details,,v15,0.963,25,578,contained,
C-20260903-03103,2026-09-03 15:23:03,en,network_hospital,,v15,0.954,143,417,contained,
C-20260903-03104,2026-09-03 11:14:37,en,claim_status,CLM-2026-44176,v15,0.877,129,945,transferred_human,agent_could_not_resolve
C-20260903-03105,2026-09-03 14:48:35,hi,renewal_premium,,v15,0.872,205,399,transferred_human,escalation_policy
C-20260903-03106,2026-09-03 18:28:41,en,renewal_premium,,v15,0.92,102,216,contained,
C-20260903-03107,2026-09-03 10:43:06,en,policy_details,,v15,0.983,177,270,contained,
C-20260903-03108,2026-09-03 20:53:28,en,claim_status,CL8367037,v15,0.885,71,506,contained,
C-20260903-03109,2026-09-03 17:09:35,en,network_hospital,,v15,0.823,145,302,contained,
C-20260903-03110,2026-09-03 15:31:08,hi,claim_status,CLM-2026-25952,v15,0.827,197,978,abandoned,
C-20260903-03111,2026-09-03 12:28:31,en,claim_status,CL7293765,v15,0.923,87,374,contained,
C-20260903-03112,2026-09-03 12:09:52,en,claim_status,CLM-2026-29089,v15,0.837,154,1275,transferred_human,agent_could_not_resolve
C-20260903-03113,2026-09-03 17:43:16,hi,claim_status,CLM-2026-87595,v15,0.846,106,1815,transferred_human,agent_could_not_resolve
C-20260903-03114,2026-09-03 10:06:23,en,claim_status,CL8625109,v15,0.942,122,416,contained,
C-20260903-03115,2026-09-03 13:45:02,en,claim_status,CLM-2026-74112,v15,0.927,164,1533,transferred_human,agent_could_not_resolve
C-20260903-03116,2026-09-03 12:01:52,hi,network_hospital,,v15,0.951,145,479,contained,
C-20260903-03117,2026-09-03 18:52:37,en,claim_status,CL8307631,v15,0.956,127,437,contained,
C-20260903-03118,2026-09-03 15:35:29,en,network_hospital,,v15,0.867,169,724,contained,
C-20260903-03119,2026-09-03 19:39:38,en,claim_status,CL7849761,v15,0.953,115,406,contained,
C-20260903-03120,2026-09-03 14:27:55,en,claim_status,CL7608159,v15,0.898,140,283,contained,
C-20260903-03121,2026-09-03 15:49:04,hi,claim_status,CL7465093,v15,0.874,183,497,transferred_human,escalation_policy
C-20260903-03122,2026-09-03 11:07:36,en,renewal_premium,,v15,0.899,112,450,contained,
C-20260903-03123,2026-09-03 19:39:52,hi,claim_status,CLM-2026-18499,v15,0.844,189,1338,transferred_human,agent_could_not_resolve
C-20260903-03124,2026-09-03 15:59:27,en,network_hospital,,v15,0.861,135,665,contained,
C-20260903-03125,2026-09-03 13:02:10,hi,renewal_premium,,v15,0.889,199,379,contained,
C-20260903-03126,2026-09-03 17:39:12,en,renewal_premium,,v15,0.981,184,428,contained,
C-20260903-03127,2026-09-03 16:22:00,en,policy_details,,v15,0.963,170,369,contained,
C-20260903-03128,2026-09-03 14:02:37,hi,policy_details,,v15,0.824,95,704,contained,
C-20260903-03129,2026-09-03 16:11:51,en,policy_details,,v15,0.976,95,523,contained,
C-20260903-03130,2026-09-03 16:09:42,en,renewal_premium,,v15,0.812,169,494,contained,
C-20260903-03131,2026-09-03 11:34:22,en,claim_status,CL7602067,v15,0.955,68,319,contained,
C-20260904-03132,2026-09-04 10:07:44,en,policy_details,,v15,0.968,118,490,contained,
C-20260904-03133,2026-09-04 13:21:42,hi,network_hospital,,v15,0.855,200,530,contained,
C-20260904-03134,2026-09-04 12:42:14,en,claim_status,CL7965953,v15,0.888,128,403,contained,
C-20260904-03135,2026-09-04 13:22:55,en,claim_status,CLM-2026-16371,v15,0.99,134,1563,transferred_human,agent_could_not_resolve
C-20260904-03136,2026-09-04 12:03:58,en,renewal_premium,,v15,0.954,171,419,transferred_human,agent_could_not_resolve
C-20260904-03137,2026-09-04 11:30:18,en,network_hospital,,v15,0.942,35,406,contained,
C-20260904-03138,2026-09-04 11:11:37,en,claim_status,CLM-2026-82463,v15,0.965,156,672,transferred_human,agent_could_not_resolve
C-20260904-03139,2026-09-04 19:09:07,hi,policy_details,,v15,0.9,81,320,contained,
C-20260904-03140,2026-09-04 19:03:03,hi,claim_status,CL7509988,v15,0.808,94,196,contained,
C-20260904-03141,2026-09-04 10:59:13,en,claim_status,CLM-2026-11593,v15,0.93,192,960,transferred_human,agent_could_not_resolve
C-20260904-03142,2026-09-04 16:30:35,en,network_hospital,,v15,0.935,101,493,contained,
C-20260904-03143,2026-09-04 12:43:06,hi,renewal_premium,,v15,0.811,154,312,transferred_human,caller_requested_human
C-20260904-03144,2026-09-04 20:03:28,en,renewal_premium,,v15,0.977,64,461,contained,
C-20260904-03145,2026-09-04 10:33:25,hi,network_hospital,,v15,0.85,91,490,contained,
C-20260904-03146,2026-09-04 15:56:12,hi,claim_status,CLM-2026-47134,v15,0.904,178,966,transferred_human,agent_could_not_resolve
C-20260904-03147,2026-09-04 11:55:34,hi,renewal_premium,,v15,0.798,114,436,transferred_human,escalation_policy
C-20260904-03148,2026-09-04 18:00:06,en,network_hospital,,v15,0.949,181,506,transferred_human,caller_requested_human
C-20260904-03149,2026-09-04 14:02:03,en,claim_status,CLM-2026-19305,v15,0.868,169,1344,transferred_human,agent_could_not_resolve
C-20260904-03150,2026-09-04 20:20:28,en,claim_status,CL7368593,v15,0.99,134,546,contained,
C-20260904-03151,2026-09-04 12:36:58,en,renewal_premium,,v15,0.904,85,288,contained,
C-20260904-03152,2026-09-04 12:43:21,hi,claim_status,CL7421646,v15,0.791,62,351,contained,
C-20260904-03153,2026-09-04 17:58:15,hi,claim_status,CLM-2026-81032,v15,0.84,151,1737,transferred_human,agent_could_not_resolve
C-20260904-03154,2026-09-04 18:24:13,en,network_hospital,,v15,0.847,71,276,contained,
C-20260904-03155,2026-09-04 12:53:06,en,policy_details,,v15,0.988,207,460,abandoned,
C-20260904-03156,2026-09-04 17:10:49,en,claim_status,CL7863910,v15,0.946,112,418,contained,
C-20260904-03157,2026-09-04 17:39:57,en,claim_status,CLM-2026-23710,v15,0.931,111,1599,transferred_human,agent_could_not_resolve
C-20260904-03158,2026-09-04 11:02:45,en,network_hospital,,v15,0.883,196,365,transferred_human,caller_requested_human
C-20260904-03159,2026-09-04 14:01:38,en,renewal_premium,,v15,0.964,164,408,contained,
C-20260904-03160,2026-09-04 10:55:03,en,claim_status,CL7010900,v15,0.886,112,534,contained,
C-20260904-03161,2026-09-04 10:37:13,hi,claim_status,CL8410090,v15,0.867,100,401,contained,
C-20260904-03162,2026-09-04 18:34:51,en,policy_details,,v15,0.99,144,251,abandoned,
C-20260904-03163,2026-09-04 11:50:56,en,renewal_premium,,v15,0.849,88,487,contained,
C-20260904-03164,2026-09-04 09:32:45,en,network_hospital,,v15,0.902,113,459,transferred_human,out_of_scope
C-20260904-03165,2026-09-04 09:56:03,en,claim_status,CLM-2026-48634,v15,0.898,143,1425,transferred_human,agent_could_not_resolve
C-20260904-03166,2026-09-04 15:08:57,hi,renewal_premium,,v15,0.917,140,467,contained,
C-20260904-03167,2026-09-04 18:08:18,en,renewal_premium,,v15,0.916,118,354,contained,
C-20260904-03168,2026-09-04 09:00:39,en,claim_status,CLM-2026-79249,v15,0.98,194,1113,transferred_human,agent_could_not_resolve
C-20260904-03169,2026-09-04 18:32:46,hi,policy_details,,v15,0.935,151,559,contained,
C-20260904-03170,2026-09-04 12:10:12,en,claim_status,CLM-2026-29599,v15,0.927,170,1500,transferred_human,agent_could_not_resolve
C-20260904-03171,2026-09-04 10:47:55,en,claim_status,CLM-2026-98744,v15,0.912,113,1344,transferred_human,agent_could_not_resolve
C-20260904-03172,2026-09-04 17:09:58,en,claim_status,CLM-2026-78952,v15,0.921,248,1551,transferred_human,agent_could_not_resolve
C-20260904-03173,2026-09-04 12:13:11,en,network_hospital,,v15,0.978,136,515,transferred_human,caller_requested_human
C-20260904-03174,2026-09-04 10:38:46,en,claim_status,CLM-2026-30497,v15,0.906,155,1755,transferred_human,agent_could_not_resolve
C-20260904-03175,2026-09-04 12:05:05,hi,renewal_premium,,v15,0.813,225,393,transferred_human,caller_requested_human
C-20260904-03176,2026-09-04 15:56:41,hi,claim_status,CL7461281,v15,0.945,149,500,contained,
C-20260904-03177,2026-09-04 12:45:02,en,claim_status,CLM-2026-87119,v15,0.99,149,1812,transferred_human,agent_could_not_resolve
C-20260904-03178,2026-09-04 18:36:48,en,network_hospital,,v15,0.873,139,399,contained,
C-20260904-03179,2026-09-04 11:02:24,en,claim_status,CL7745387,v15,0.93,76,313,contained,
C-20260904-03180,2026-09-04 15:37:02,hi,network_hospital,,v15,0.854,85,436,contained,
C-20260904-03181,2026-09-04 10:17:48,en,renewal_premium,,v15,0.99,110,432,contained,
C-20260904-03182,2026-09-04 20:03:44,en,network_hospital,,v15,0.921,25,534,contained,
C-20260904-03183,2026-09-04 14:37:53,hi,renewal_premium,,v15,0.801,140,509,contained,
C-20260904-03184,2026-09-04 17:07:23,en,policy_details,,v15,0.99,101,501,contained,
C-20260904-03185,2026-09-04 12:16:34,hi,network_hospital,,v15,0.809,142,521,contained,
C-20260904-03186,2026-09-04 09:22:19,hi,claim_status,CLM-2026-76651,v15,0.822,147,1029,transferred_human,agent_could_not_resolve
C-20260904-03187,2026-09-04 18:04:11,en,claim_status,CL7597778,v15,0.942,209,590,contained,
C-20260904-03188,2026-09-04 15:33:17,hi,claim_status,CLM-2026-67557,v15,0.777,130,744,transferred_human,agent_could_not_resolve
C-20260904-03189,2026-09-04 12:18:36,hi,claim_status,CL7622040,v15,0.739,79,635,contained,
C-20260904-03190,2026-09-04 20:36:57,en,network_hospital,,v15,0.94,138,411,contained,
C-20260904-03191,2026-09-04 17:48:00,en,policy_details,,v15,0.901,168,228,transferred_human,agent_could_not_resolve
C-20260904-03192,2026-09-04 12:27:47,en,claim_status,CLM-2026-82799,v15,0.917,162,1041,transferred_human,agent_could_not_resolve
C-20260904-03193,2026-09-04 12:38:59,hi,claim_status,CLM-2026-42570,v15,0.836,153,984,transferred_human,agent_could_not_resolve
C-20260904-03194,2026-09-04 09:58:31,en,claim_status,CLM-2026-28165,v15,0.963,205,1608,transferred_human,agent_could_not_resolve
C-20260904-03195,2026-09-04 19:03:06,en,network_hospital,,v15,0.85,185,355,transferred_human,agent_could_not_resolve
C-20260904-03196,2026-09-04 12:28:27,en,policy_details,,v15,0.868,130,511,contained,
C-20260904-03197,2026-09-04 19:27:50,hi,claim_status,CL8068626,v15,0.821,92,484,contained,
C-20260904-03198,2026-09-04 18:45:42,en,renewal_premium,,v15,0.99,95,462,contained,
C-20260904-03199,2026-09-04 12:09:24,en,network_hospital,,v15,0.879,126,448,contained,
C-20260904-03200,2026-09-04 13:52:45,en,claim_status,CL8106351,v15,0.948,127,447,contained,
C-20260904-03201,2026-09-04 17:02:16,hi,policy_details,,v15,0.843,155,425,transferred_human,out_of_scope
C-20260904-03202,2026-09-04 14:53:51,en,policy_details,,v15,0.897,68,496,contained,
C-20260904-03203,2026-09-04 18:25:17,en,claim_status,CLM-2026-80948,v15,0.896,164,1557,transferred_human,agent_could_not_resolve
C-20260904-03204,2026-09-04 17:17:56,en,renewal_premium,,v15,0.975,103,321,contained,
C-20260904-03205,2026-09-04 12:26:11,en,claim_status,CL8141942,v15,0.983,94,335,contained,
C-20260904-03206,2026-09-04 15:38:02,en,claim_status,CLM-2026-28588,v15,0.884,181,1080,abandoned,
C-20260904-03207,2026-09-04 14:48:07,en,network_hospital,,v15,0.89,108,415,transferred_human,escalation_policy
C-20260904-03208,2026-09-04 13:20:51,hi,claim_status,CL8650840,v15,0.906,153,493,abandoned,
C-20260904-03209,2026-09-04 15:00:23,hi,network_hospital,,v15,0.811,124,514,contained,
C-20260904-03210,2026-09-04 11:24:40,hi,policy_details,,v15,0.847,137,558,transferred_human,agent_could_not_resolve
C-20260904-03211,2026-09-04 17:57:04,en,policy_details,,v15,0.892,111,384,contained,
C-20260904-03212,2026-09-04 20:01:51,en,claim_status,CL7143989,v15,0.929,148,398,contained,
C-20260904-03213,2026-09-04 14:31:35,en,claim_status,CL7270849,v15,0.919,207,401,contained,
C-20260904-03214,2026-09-04 12:18:15,en,network_hospital,,v15,0.954,106,338,contained,
C-20260904-03215,2026-09-04 15:57:35,hi,network_hospital,,v15,0.835,71,493,contained,
C-20260904-03216,2026-09-04 10:42:02,en,claim_status,CL7105884,v15,0.948,47,561,contained,
C-20260904-03217,2026-09-04 18:49:18,en,claim_status,CLM-2026-98677,v15,0.99,185,1221,transferred_human,agent_could_not_resolve
C-20260904-03218,2026-09-04 15:59:11,en,policy_details,,v15,0.931,98,446,contained,
C-20260904-03219,2026-09-04 15:29:19,en,claim_status,CLM-2026-92674,v15,0.863,203,1086,transferred_human,agent_could_not_resolve
C-20260904-03220,2026-09-04 20:27:35,en,claim_status,CLM-2026-28602,v15,0.92,143,993,transferred_human,agent_could_not_resolve
C-20260904-03221,2026-09-04 14:36:59,hi,claim_status,CL7038626,v15,0.869,72,504,contained,
C-20260904-03222,2026-09-04 15:57:19,en,claim_status,CLM-2026-72877,v15,0.958,289,1920,transferred_human,agent_could_not_resolve
C-20260904-03223,2026-09-04 12:40:35,en,network_hospital,,v15,0.883,156,399,contained,
